,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
1794,107.0,47,182.1,435.6,46705,21895,17.3,0.0,"(45201, 48021.6]",38.1,37.7,38.7,"Calhoun County, Texas",2.68,54.3,22.9,36.8,36.6,3.7,31.8,10.7,56.5,7.2,61.2,48.1,44.4,31.9,18.6,87.63038863,2.880088618,3.540108926,1.075417705,52.47685764,7.088398929
1800,33.0,14,163.3,376.9,42966,7656,19.4,0.0,"(42724.4, 45201]",34.6,34.4,34.7,"Castro County, Texas",3.14,52.5,27.3,38.2,32.3,2.3,33.1,9.4,57.2,4.7,42.0,30.4,22.8,35.4,23.0,88.36185204,0.566180171,0.390035229,5.485656769,59.29628149,7.665301346
1802,270.0,105,174.1,454.8,38465,51542,20.1,0.0,"(37413.8, 40362.7]",37.6,36.5,39.2,"Cherokee County, Texas",2.74,50.2,23.4,32.7,41.3,2.6,33.4,12.1,50.2,6.4,53.2,39.4,33.9,38.1,22.5,80.39947622,14.57775519,0.480778627,1.670998886,51.83033448,5.031504818
1810,561.0,221,158.3,410.9,64533,129048,9.2,61.99243692,"(61494.5, 125635]",42.4,41.2,43.5,"Comal County, Texas",2.7,59.4,13.7,41.3,36.5,8.5,25.5,22.9,56.9,4.9,70.6,54.4,43.7,28.0,12.5,90.98819714,1.968536846,0.862645446,3.178079444,61.43432459,6.213794701
1811,86.0,42,197.7,432.1,38280,13430,19.7,0.0,"(37413.8, 40362.7]",43.6,44.3,43.3,"Comanche County, Texas",2.62,55.8,24.3,41.6,30.9,3.2,37.0,11.5,49.7,4.5,52.0,33.2,26.5,36.1,17.9,95.97739118,0.418410042,0.330323717,1.614915951,54.30748193,9.379671151
1813,203.0,84,169.2,428.1,57378,39229,15.3,0.0,"(54545.6, 61494.5]",39.6,39.0,40.4,"Cooke County, Texas",2.61,54.9,19.8,37.1,38.3,4.8,32.1,14.7,58.8,7.0,65.2,49.8,43.7,32.1,16.8,92.24736204,2.425118031,0.73785506,0.918448956,55.58980682,7.427277062
1816,16.0,6,150.1,367.0,61098,5048,9.5,0.0,"(54545.6, 61494.5]",33.5,33.1,34.2,"Crane County, Texas",3.01,55.4,33.6,35.7,30.6,0.0,30.4,9.4,57.5,5.2,64.5,54.9,51.8,23.0,14.8,56.15221987,3.488372093,0.0,37.61099366,55.70687419,11.89138577
1818,26.0,14,174.1,334.7,36627,5977,24.1,0.0,"(34218.1, 37413.8]",38.2,37.4,38.6,"Crosby County, Texas",2.71,53.8,26.7,41.0,32.4,0.0,30.7,9.2,54.7,10.0,43.8,33.6,28.0,40.3,28.3,89.99500583,3.878808057,0.0,3.712335608,52.67245318,4.238618524
1834,83.0,34,151.9,374.9,35491,17142,23.7,0.0,"(34218.1, 37413.8]",39.8,39.6,39.9,"Falls County, Texas",2.86,42.0,32.7,32.1,34.2,1.0,37.7,8.8,42.8,7.2,55.5,39.3,34.9,38.9,19.5,70.60884549,24.7731189,0.241240666,2.349224584,45.84717608,3.950011158
1838,30.0,15,173.5,376.7,36898,5901,23.7,0.0,"(34218.1, 37413.8]",37.3,37.5,37.1,"Floyd County, Texas",2.54,57.0,13.9,33.2,45.5,7.4,29.1,12.9,56.1,8.0,49.7,35.0,28.1,41.4,25.2,91.58303658,2.929750728,0.080932341,2.379410813,53.87484459,4.490106545
1840,59.0,24,156.3,413.3,42099,10651,16.4,0.0,"(40362.7, 42724.4]",43.5,42.6,44.9,"Franklin County, Texas",2.46,57.7,7.4,51.5,38.0,3.1,33.5,11.0,52.0,6.6,52.1,36.1,31.9,43.3,26.9,89.24426833,5.057080857,0.037739409,2.377582791,52.2423104,4.741980474
1844,1336.0,569,191.2,443.8,58333,322225,14.3,37.24105827,"(54545.6, 61494.5]",37.5,36.3,38.7,"Galveston County, Texas",2.66,50.9,15.9,29.5,45.5,9.1,24.5,19.1,59.8,7.5,68.1,56.1,49.9,25.6,13.9,77.9217492,13.31016378,3.309936624,2.420147779,51.0731913,5.330646143
1851,579.0,258,189.9,441.0,50020,124108,18.2,145.0349695,"(48021.6, 51046.4]",35.4,34.1,37.3,"Gregg County, Texas",2.61,46.9,16.5,31.5,45.6,6.3,28.2,14.0,58.3,5.9,57.8,46.5,41.6,32.5,20.0,74.67242527,20.14483106,1.410966244,1.405283411,45.37901705,6.625137665
1852,109.0,61,198.4,352.5,44795,27512,18.6,0.0,"(42724.4, 45201]",40.7,39.6,42.0,"Grimes County, Texas",2.63,46.2,29.7,39.8,28.1,2.4,35.9,7.7,46.1,6.2,60.5,46.3,39.7,30.8,16.3,74.68565706,15.96379956,0.081599347,5.244612589,49.19489173,3.146509341
1860,14477.0,5108,161.4,433.8,54230,4538028,17.3,391.3594187,"(51046.4, 54545.6]",32.8,32.0,33.6,"Harris County, Texas",2.88,47.2,19.9,30.5,40.9,8.8,23.3,18.9,63.2,7.5,54.7,47.6,42.8,27.5,19.8,63.12172864,18.86174749,6.572709063,8.734237421,46.91349545,6.028644456
1864,515.0,188,149.5,399.8,59569,194739,17.5,30.8104694,"(54545.6, 61494.5]",30.9,30.3,31.7,"Hays County, Texas",2.78,45.8,6.9,18.5,66.3,8.3,21.4,25.1,62.4,6.7,72.7,61.8,52.9,20.6,10.6,84.79573332,3.528345029,1.412464379,6.980660276,49.023794,4.207066557
1876,110.0,42,158.9,422.7,51508,21734,13.9,0.0,"(51046.4, 54545.6]",37.3,36.1,38.7,"Hutchinson County, Texas",2.62,51.5,20.9,37.6,39.9,1.6,31.2,10.8,55.7,5.3,60.9,45.2,40.7,34.3,18.8,89.02461341,2.726690457,0.613047854,3.527312654,48.88513921,7.239057239
1882,1195.0,510,187.7,445.6,41147,254308,21.2,55.05135505,"(40362.7, 42724.4]",35.9,35.1,37.1,"Jefferson County, Texas",2.53,43.6,17.2,34.8,42.1,5.8,33.3,13.0,51.7,8.8,54.7,43.3,38.8,33.1,20.5,58.13573666,33.61147142,3.489512481,2.555838527,41.36584844,5.814864465
1898,121.0,47,148.2,414.2,47041,19836,13.8,0.0,"(45201, 48021.6]",44.9,43.7,45.6,"Lavaca County, Texas",2.48,60.0,21.8,33.3,41.5,3.5,41.6,11.9,57.6,4.0,66.4,50.6,42.0,32.4,16.0,78.05002813,6.972223643,0.383651338,12.84464679,57.84962992,5.642384106
1900,101.0,54,205.4,405.0,45159,17086,13.5,0.0,"(42724.4, 45201]",44.9,44.6,45.0,"Leon County, Texas",2.72,52.7,21.2,42.3,35.4,1.0,36.2,12.0,49.5,7.5,54.8,38.1,30.0,41.5,23.3,87.72816458,7.836375528,0.356739402,2.651762887,51.74210355,8.203125
1903,12.0,4,106.1,318.9,60810,3569,10.6,280.1905296,"(54545.6, 61494.5]",34.4,31.0,39.0,"Lipscomb County, Texas",2.87,56.4,21.7,34.6,42.5,1.2,37.2,14.2,62.1,5.0,67.6,54.4,45.9,22.6,10.3,86.27619868,0.373241459,0.775193798,8.297444732,58.43071786,10.1488498
1913,22.0,13,187.2,307.6,42820,4032,14.8,0.0,"(42724.4, 45201]",50.5,48.2,53.2,"Mason County, Texas",2.37,55.7,30.9,41.3,27.8,0.0,34.7,15.3,58.2,6.8,54.4,34.9,21.2,38.1,17.7,90.75258239,0.024594196,3.123462863,3.000491884,51.98366394,3.900156006
1916,178.0,82,155.6,343.3,53440,48417,14.3,0.0,"(51046.4, 54545.6]",38.5,36.5,40.3,"Medina County, Texas",2.98,54.3,25.4,33.3,39.5,1.9,31.9,13.2,52.4,6.6,65.2,48.9,42.3,33.6,16.7,90.23885888,2.276755571,0.282748143,4.205351114,58.77796327,9.143368819
1917,11.0,7,173.9,279.3,32580,2164,22.7,0.0,"[22640, 34218.1]",45.7,45.4,46.0,"Menard County, Texas",2.25,59.5,24.5,63.2,12.3,0.0,30.3,8.8,47.1,8.3,49.5,29.8,22.1,43.3,19.4,87.16773602,1.191567369,0.0,0.733272227,51.94532072,3.712871287
1919,142.0,72,206.1,429.4,41849,24513,18.3,0.0,"(40362.7, 42724.4]",41.4,38.9,42.9,"Milam County, Texas",2.56,51.3,30.5,42.8,22.5,4.2,37.5,12.3,48.5,9.6,63.0,42.8,37.2,38.8,18.4,82.31597108,8.445612882,0.575090371,4.370686822,48.81232613,3.708958249
1927,242.0,113,201.9,442.2,43091,48323,20.3,0.0,"(42724.4, 45201]",38.2,36.6,39.1,"Navarro County, Texas",2.7,51.5,21.8,36.6,40.0,1.6,30.5,10.8,54.4,10.9,51.7,40.8,36.0,37.2,23.5,76.77584272,13.63523006,0.679579367,3.285672721,51.01562053,7.936654936
1929,81.0,36,187.7,427.3,38742,15107,17.9,0.0,"(37413.8, 40362.7]",37.9,34.9,42.1,"Nolan County, Texas",2.62,49.7,17.3,51.6,28.1,3.1,34.8,8.9,54.9,7.7,54.5,39.6,35.3,37.9,21.2,87.92244871,4.176349512,0.351902264,4.335701481,46.70476871,7.608695652
1932,10.0,4,181.3,469.0,54458,2069,15.6,0.0,"(51046.4, 54545.6]",32.4,23.7,40.2,"Oldham County, Texas",2.52,53.7,28.9,42.6,28.4,0.0,19.6,20.2,50.1,7.4,70.3,52.2,45.5,33.9,15.8,85.36938677,6.953162723,0.531144375,0.482858522,64.53125,8.831908832
1939,341.0,139,215.6,522.6,41401,46972,18.5,0.0,"(40362.7, 42724.4]",43.5,42.0,45.8,"Polk County, Texas",2.4,51.5,27.1,35.8,34.3,2.8,37.7,8.2,43.2,10.0,51.4,37.5,32.6,41.7,24.4,83.58814217,11.01207902,0.572506668,1.377052024,50.54919908,7.024390244
1950,62.0,27,174.2,423.0,38607,10551,18.1,0.0,"(37413.8, 40362.7]",41.9,40.0,44.3,"Runnels County, Texas",2.76,51.1,21.0,46.6,25.8,6.7,38.8,13.3,52.0,3.4,58.9,42.7,37.1,37.7,20.2,91.63235998,2.077549067,0.603159406,3.303015797,52.36294896,3.956148713
1951,242.0,108,174.4,399.9,46427,53070,16.6,18.8430375,"(45201, 48021.6]",38.5,38.1,39.0,"Rusk County, Texas",2.75,47.6,23.8,34.5,39.4,2.3,33.7,9.9,50.0,4.9,56.4,45.0,39.7,32.5,19.6,79.21319939,17.52249472,0.559328058,1.062536244,51.25894215,6.74359899
1954,161.0,77,215.4,464.5,43087,27413,18.6,0.0,"(42724.4, 45201]",43.6,42.6,44.5,"San Jacinto County, Texas",2.84,55.5,34.6,45.5,20.0,0.0,45.0,8.1,46.5,12.6,54.2,38.5,35.7,39.9,21.6,85.72697332,11.36069274,0.662398697,1.23228361,56.15238497,5.042979943
1960,122.0,60,193.9,403.3,35772,25402,22.0,39.36697898,"(34218.1, 37413.8]",36.9,36.3,38.2,"Shelby County, Texas",2.72,48.0,26.9,30.9,33.6,8.6,35.7,9.6,52.0,7.9,48.7,38.3,31.7,36.2,22.3,79.35082604,17.63654033,0.882410107,1.321671526,47.5308642,9.509579891
1963,43.0,18,168.2,425.4,51733,8739,12.1,0.0,"(51046.4, 54545.6]",40.6,40.6,40.5,"Somervell County, Texas",2.45,58.9,16.9,35.7,39.4,8.0,26.3,15.9,56.5,2.1,63.3,50.0,43.3,27.5,12.5,94.21468401,0.604089219,0.0,3.496747212,57.50147667,9.165808445
1985,105.0,43,180.8,481.0,44065,14858,13.5,0.0,"(42724.4, 45201]",45.6,44.9,47.2,"Gasconade County, Missouri",2.35,56.6,8.8,38.5,45.3,7.5,43.2,10.3,54.2,6.1,69.8,54.3,47.2,35.2,17.9,97.75220765,0.44153064,0.287663902,0.060208724,53.82644893,6.720977597
1987,1333.0,552,173.6,434.6,40386,288072,20.6,829.6536977,"(40362.7, 42724.4]",35.6,34.5,37.2,"Greene County, Missouri",2.31,47.4,8.2,23.1,58.9,9.8,27.9,19.0,58.9,6.8,67.6,54.4,46.9,29.5,15.9,91.03797236,3.142235687,1.769736517,0.727738819,44.69897734,5.445266147
1988,66.0,33,209.2,444.5,37911,10097,19.2,0.0,"(37413.8, 40362.7]",41.0,38.5,44.0,"Grundy County, Missouri",2.45,54.6,11.6,27.0,55.0,6.5,39.3,10.3,52.9,4.5,63.1,46.5,39.1,36.8,17.3,95.84633385,0.819032761,0.28276131,0.08775351,50.80108455,7.829010567
1992,27.0,13,154.1,368.2,41652,4484,14.4,0.0,"(40362.7, 42724.4]",47.4,46.2,48.5,"Holt County, Missouri",2.11,61.3,20.8,46.5,28.8,3.8,44.4,12.9,59.2,5.2,67.2,49.1,33.3,36.0,17.1,96.9447454,0.346695558,0.45503792,0.0,53.94366197,7.474518686
1993,50.0,20,150.0,398.7,44188,10139,15.6,0.0,"(42724.4, 45201]",38.8,38.3,39.4,"Howard County, Missouri",2.53,51.3,12.0,13.4,72.1,2.4,36.2,15.9,55.8,6.3,68.3,55.0,46.7,34.0,18.1,91.66175604,5.156157926,0.235710077,0.441956394,54.17001877,6.633574007
1994,214.0,109,204.4,417.6,32662,40117,22.1,0.0,"[22640, 34218.1]",40.6,38.6,42.4,"Howell County, Missouri",2.45,56.1,18.7,37.0,40.1,4.2,39.0,8.2,51.6,8.3,58.1,43.6,37.1,41.8,24.0,96.03977583,0.309973714,0.612508059,0.600109111,52.48109205,7.519053578
1996,3240.0,1365,188.9,453.1,46185,687623,16.5,578.8055373,"(45201, 48021.6]",36.5,35.3,37.7,"Jackson County, Missouri",2.44,43.3,14.2,31.5,41.2,13.2,29.1,18.2,61.1,7.6,66.0,54.0,46.8,29.7,17.2,66.56640794,23.75103722,1.753254859,4.197354991,39.58795563,5.730193853
2011,35.0,24,187.4,287.4,40165,8963,16.1,0.0,"(37413.8, 40362.7]",44.2,43.7,44.7,"Maries County, Missouri",2.44,54.8,29.5,28.4,42.0,0.0,42.8,10.3,49.3,10.0,60.6,45.7,36.5,39.6,22.9,96.41161533,0.419564977,0.607265099,0.342276692,53.58111774,7.791479821
2012,181.0,70,188.8,517.2,42088,28880,18.0,0.0,"(40362.7, 42724.4]",39.7,39.2,40.3,"Marion County, Missouri",0.0243,47.7,13.8,32.2,45.2,8.9,38.5,12.8,56.6,7.2,63.2,50.0,43.9,34.2,18.1,91.02981969,5.624133148,0.849514563,0.117891817,46.553108,4.673182651
2019,135.0,67,203.7,425.7,36867,20171,20.7,0.0,"(34218.1, 37413.8]",46.5,45.9,47.4,"Morgan County, Missouri",2.55,50.9,32.4,42.9,22.5,2.1,41.3,9.0,42.2,11.7,50.2,33.6,26.4,42.3,21.3,96.29171817,1.241038319,0.049443758,0.232385661,50.79365079,6.885245902
2025,60.0,31,190.2,389.4,31025,9409,22.3,0.0,"[22640, 34218.1]",50.7,50.7,50.8,"Ozark County, Missouri",2.22,59.1,29.4,36.3,34.3,0.0,44.2,7.5,39.3,12.6,51.6,28.9,25.2,52.1,27.0,96.49785048,0.167767642,0.0,0.450875537,52.49232223,5.784615385
2027,100.0,42,174.4,437.7,50548,19183,11.6,0.0,"(48021.6, 51046.4]",39.7,38.9,40.8,"Perry County, Missouri",2.54,59.5,17.0,40.6,37.4,5.0,44.4,10.9,62.1,4.2,76.1,61.5,54.5,29.4,13.3,97.31413613,0.790575916,0.356020942,0.204188482,58.87762001,5.280764636
2033,182.0,65,196.0,521.6,47227,53221,15.9,0.0,"(45201, 48021.6]",26.8,25.0,29.7,"Pulaski County, Missouri",2.84,45.0,4.8,45.2,46.4,3.6,31.3,15.8,36.1,12.7,72.3,54.5,16.3,27.6,12.9,74.81990158,12.15687742,2.808599817,3.141664951,51.86264982,5.283078379
2035,48.0,28,205.2,369.8,51738,10196,11.6,0.0,"(51046.4, 54545.6]",45.1,44.5,46.0,"Ralls County, Missouri",2.53,60.1,18.0,32.2,41.4,8.4,48.5,8.2,58.0,6.2,67.7,50.4,42.5,34.9,16.8,96.87591526,1.435126428,0.0,0.01952553,61.27828898,6.335282651
2037,132.0,57,204.2,472.9,51986,22810,15.3,0.0,"(51046.4, 54545.6]",41.5,40.1,43.1,"Ray County, Missouri",2.63,55.0,22.0,34.4,35.1,8.4,47.3,9.2,55.5,8.2,72.9,55.7,51.7,32.7,14.5,95.73618167,1.354695845,0.204072771,0.329990013,56.25722878,4.663623735
2045,126.0,62,205.8,445.9,41112,23258,16.3,0.0,"(40362.7, 42724.4]",38.2,35.8,41.1,"Saline County, Missouri",2.48,47.8,16.0,22.4,57.9,3.6,39.4,11.5,57.2,5.5,70.9,53.3,47.1,34.7,16.6,85.38613182,4.928430616,0.351418531,3.767035228,47.3428313,6.003068661
2056,110.0,54,194.4,417.0,40267,20826,17.5,0.0,"(37413.8, 40362.7]",40.6,39.1,41.9,"Vernon County, Missouri",2.5,53.3,16.2,38.4,42.4,3.0,41.0,10.1,57.9,5.4,59.7,44.3,37.8,37.4,18.6,96.17779481,0.905259124,0.694510968,0.086215155,51.61691542,5.078698846
2095,216.0,73,162.7,494.3,49809,34833,14.2,0.0,"(48021.6, 51046.4]",42.3,40.4,44.2,"Seneca County, New York",2.37,47.4,26.9,31.0,33.5,8.7,34.6,11.9,53.5,5.5,70.1,52.2,47.1,35.9,16.3,92.07261552,4.484407011,0.722740724,0.264625541,47.30477103,7.177836855
2097,8895.0,2817,163.8,528.0,85886,1501587,7.7,181.8076475,"(61494.5, 125635]",40.6,39.1,42.0,"Suffolk County, New York",2.98,51.4,10.8,28.5,45.4,15.3,29.3,18.7,61.0,6.4,77.9,61.7,55.7,26.2,12.0,80.94863835,7.662319757,3.781605237,4.950535277,57.61862432,4.419518742
2103,418.0,159,198.4,534.1,47547,62230,14.6,0.0,"(45201, 48021.6]",42.9,41.7,44.4,"Washington County, New York",2.45,49.1,21.2,38.0,34.0,6.8,41.6,11.7,55.5,9.5,68.5,50.0,45.2,39.3,19.7,94.01754386,3.231259968,0.473684211,0.622009569,50.60032182,4.671621417
2104,564.0,198,175.5,506.7,49191,91446,12.9,0.0,"(48021.6, 51046.4]",43.1,42.4,43.7,"Wayne County, New York",2.48,52.7,17.9,33.3,41.0,7.7,37.0,12.3,58.1,7.5,71.0,55.6,51.4,34.7,18.1,93.14729051,3.423649584,0.634089335,0.83968144,51.17885733,5.106970324
2114,345.0,130,194.0,524.2,40357,47651,18.8,356.7606136,"(37413.8, 40362.7]",44.9,43.3,46.1,"Beaufort County, North Carolina",2.54,49.1,18.5,36.3,40.3,4.9,33.2,11.2,48.6,11.5,59.3,41.1,30.7,43.6,21.9,70.06581022,26.43762747,0.088307647,1.696768361,48.03953338,4.17432129
2126,384.0,149,146.8,427.6,56797,70928,13.9,0.0,"(54545.6, 61494.5]",46.3,44.3,48.1,"Chatham County, North Carolina",2.47,57.0,16.9,34.4,37.9,10.8,23.3,19.1,53.9,9.0,66.5,48.3,40.4,36.4,16.7,78.99037535,12.27773576,1.389568596,4.478652252,55.72558779,5.81829259
2132,554.0,228,181.1,457.8,43972,103451,16.4,115.9969454,"(42724.4, 45201]",430.8,32.3,39.2,"Craven County, North Carolina",2.51,52.8,12.3,39.3,44.4,4.0,27.9,14.6,48.9,11.4,66.6,44.4,28.6,36.2,16.0,70.52848253,21.75586405,2.466251795,2.040210627,51.82028856,6.903026781
2138,276.0,111,164.5,410.9,34109,59159,27.7,0.0,"[22640, 34218.1]",38.8,37.2,40.7,"Duplin County, North Carolina",2.68,48.2,28.6,30.8,37.4,3.2,30.1,7.3,53.3,11.3,49.0,35.0,29.8,41.4,25.3,61.86231141,24.95248347,0.467596253,11.13148201,48.07254169,6.430547019
2153,156.0,64,191.8,424.7,44175,52671,19.5,0.0,"(42724.4, 45201]",31.4,30.7,32.2,"Hoke County, North Carolina",2.93,50.7,20.9,29.3,44.6,5.2,27.5,14.8,45.8,13.1,60.7,45.8,23.6,35.1,22.5,46.48262359,34.14782183,1.315712188,4.389623103,51.83637434,7.366934285
2154,67.0,32,240.8,521.3,28341,10174,25.7,0.0,"[22640, 34218.1]",40.7,40.7,40.8,"Clinton County, Kentucky",0.026,51.5,20.7,32.8,40.3,6.1,36.2,4.7,43.8,9.3,50.3,37.4,32.6,48.4,30.2,97.10443659,0.569297212,0.225755791,0.785237534,50.95904614,4.913043478
2161,1395.0,490,176.0,496.0,48552,314488,19.8,241.662639,"(48021.6, 51046.4]",34.1,33.1,35.1,"Fayette County, Kentucky",2.35,43.3,7.3,21.3,56.8,14.6,20.6,23.6,63.0,6.9,72.4,60.1,52.6,26.4,14.7,76.03874073,14.53426142,3.527339721,2.670723242,40.84865449,4.844986927
2173,41.0,22,223.6,417.3,50358,8692,13.8,0.0,"(48021.6, 51046.4]",41.6,39.7,42.3,"Hancock County, Kentucky",2.62,57.2,12.3,26.9,57.6,3.2,46.8,7.2,54.3,5.9,70.0,53.2,49.2,36.2,18.7,96.79317107,1.291959857,0.0,0.19610105,57.61102603,3.907074974
2176,113.0,45,196.4,500.9,41406,18763,18.5,0.0,"(40362.7, 42724.4]",41.9,40.2,42.7,"Harrison County, Kentucky",2.57,48.8,29.6,37.4,26.2,6.7,42.5,9.1,49.1,8.1,59.2,46.7,42.5,36.7,21.5,94.62676963,2.118189618,0.101887602,1.313813814,48.24438202,3.484486874
2177,115.0,54,243.5,519.5,38038,18454,23.0,0.0,"(37413.8, 40362.7]",40.9,40.3,41.7,"Hart County, Kentucky",2.49,56.7,35.0,45.5,18.2,1.3,41.3,5.9,48.1,9.6,54.2,41.1,36.4,42.2,24.8,93.26500732,4.706903096,0.227753376,0.244021474,55.55250891,8.986232791
2179,104.0,43,233.2,564.5,43799,15620,18.3,256.0819462,"(42724.4, 45201]",41.3,39.5,42.9,"Henry County, Kentucky",2.57,54.1,26.4,47.6,24.5,1.4,44.6,6.9,58.2,6.6,65.2,50.3,46.0,37.7,20.6,93.31607894,3.487544484,0.0,1.65642187,53.00400534,5.429997065
2182,102.0,49,211.7,447.9,45168,16591,14.6,0.0,"(42724.4, 45201]",42.3,39.9,43.9,"Fountain County, Indiana",2.4,55.3,23.2,33.2,37.9,5.7,44.2,9.0,56.1,8.6,73.7,56.3,51.9,31.9,13.0,97.76764567,0.444102321,0.112505921,0.307910943,53.57502518,5.674931129
2183,108.0,51,185.8,396.8,54086,22872,11.1,87.44316194,"(51046.4, 54545.6]",41.2,39.8,42.7,"Franklin County, Indiana",2.57,61.6,24.7,27.4,40.6,7.3,42.6,12.9,61.6,6.4,73.6,60.3,54.6,29.0,15.1,98.0117724,0.239808153,0.553738827,0.318290822,62.51130199,3.468663776
2188,954.0,327,146.5,397.9,89861,309697,4.9,129.1585001,"(61494.5, 125635]",36.1,35.5,36.7,"Hamilton County, Indiana",2.73,62.3,18.4,27.1,34.8,19.7,15.9,35.5,70.1,4.3,86.4,76.3,68.8,14.8,6.2,87.6218248,3.56835842,5.348660812,0.907175485,62.29758067,5.756462494
2193,440.0,187,172.2,422.9,47433,82556,16.8,0.0,"(45201, 48021.6]",41.5,39.4,42.9,"Howard County, Indiana",2.37,52.1,25.4,33.0,34.6,7.0,36.4,12.1,54.1,9.2,68.3,50.5,45.8,36.9,18.4,88.24986407,7.088745243,1.238446203,0.660907388,48.13878476,5.977036752
2201,225.0,88,183.5,487.1,44077,37927,17.4,26.36644079,"(42724.4, 45201]",39.2,35.3,41.8,"Knox County, Indiana",2.4,48.5,11.2,30.2,56.0,2.6,37.8,9.7,57.7,6.1,66.2,50.8,46.6,34.1,18.7,94.45115864,2.974094898,0.578004309,0.514949293,48.58921443,3.923660503
2206,275.0,119,197.2,466.2,45232,45495,12.5,0.0,"(45201, 48021.6]",41.9,41.1,43.3,"Lawrence County, Indiana",2.44,56.6,22.9,33.8,35.4,7.9,42.9,9.0,56.3,6.3,66.2,50.1,45.7,33.9,16.8,96.706247,0.373248352,0.578425809,0.550050203,55.52070942,5.305999397
2212,507.0,205,168.5,428.7,43841,144705,24.0,69.10611244,"(42724.4, 45201]",28.4,27.6,29.3,"Monroe County, Indiana",2.36,36.0,3.9,17.5,65.2,13.4,22.3,22.3,57.3,6.9,76.6,64.6,54.1,21.6,11.0,86.84657734,2.928288531,6.131148001,0.766832392,38.45841411,3.932688732
2213,192.0,82,171.0,420.0,46945,38227,12.3,0.0,"(45201, 48021.6]",40.2,38.1,42.3,"Montgomery County, Indiana",2.52,53.1,19.6,32.7,43.0,4.7,44.2,10.6,57.9,6.9,67.1,52.3,47.1,33.2,18.5,96.20664361,0.854029131,0.537042859,0.741381117,53.82250461,6.749577397
2214,381.0,151,200.8,490.3,54849,69648,11.5,86.14748449,"(54545.6, 61494.5]",40.9,40.2,41.8,"Morgan County, Indiana",2.68,56.5,14.7,41.3,39.0,4.9,41.6,10.2,59.5,7.3,72.2,58.0,53.1,29.2,15.3,97.41653819,0.391913894,0.618128899,0.289612841,59.06907728,4.493889063
2220,92.0,37,171.8,425.0,42056,16901,17.5,0.0,"(40362.7, 42724.4]",41.8,42.5,41.1,"Parke County, Indiana",2.58,49.3,31.0,29.3,34.0,5.7,40.5,9.1,48.6,7.8,62.1,47.3,41.2,36.5,20.4,96.18284913,2.086865026,0.081837844,0.134447887,54.77898249,5.194197473
2221,108.0,51,208.1,451.1,44623,19347,15.5,206.7504006,"(42724.4, 45201]",41.4,38.8,43.8,"Perry County, Indiana",2.42,53.9,28.3,38.9,27.6,5.2,51.2,6.0,53.2,5.6,72.7,55.9,51.4,32.2,15.5,94.83362522,3.049345833,0.262697023,0.257546101,56.28948091,5.856832972
2226,188.0,85,197.1,444.2,49467,37585,13.5,0.0,"(48021.6, 51046.4]",37.5,36.4,39.3,"Putnam County, Indiana",2.52,45.4,12.5,34.4,49.2,3.9,42.8,8.7,50.1,7.3,73.9,58.2,53.4,28.2,13.4,93.15272244,4.124833997,0.871181939,0.241699867,52.81049885,4.543828265
2237,58.0,29,232.3,475.0,47606,10524,17.4,0.0,"(45201, 48021.6]",40.1,38.9,41.0,"Switzerland County, Indiana",2.55,56.7,31.2,36.3,32.5,0.0,46.6,6.5,52.8,9.6,61.4,46.3,40.5,37.1,20.1,96.85714286,0.99047619,0.238095238,0.438095238,55.71112749,3.788224555
2240,43.0,17,192.3,479.0,47410,7182,13.8,0.0,"(45201, 48021.6]",42.1,38.8,44.2,"Union County, Indiana",2.44,55.0,23.2,39.1,29.9,7.7,42.6,12.2,57.9,7.7,67.7,55.0,50.0,31.6,17.8,96.34196465,0.164406083,0.602822304,0.013700507,53.25683429,3.571428571
2245,49.0,20,177.2,456.2,55925,8269,9.9,0.0,"(54545.6, 61494.5]",44.1,43.5,44.5,"Warren County, Indiana",2.5,60.2,23.1,37.6,33.2,6.1,43.8,12.4,59.7,5.5,77.8,59.7,51.6,31.5,13.7,98.08772559,0.561730608,0.095613721,0.239034301,60.2118003,7.88863109
2246,307.0,113,165.1,449.0,65793,61897,8.2,113.091103,"(61494.5, 125635]",40.6,38.7,42.1,"Warrick County, Indiana",2.63,61.1,15.7,32.5,42.4,9.4,33.8,17.0,63.1,5.0,79.9,65.0,58.9,25.7,10.8,94.57660464,1.568981064,2.077219444,0.222969096,62.31263383,4.717612918
2248,414.0,184,202.8,477.6,40929,67001,17.8,776.1078193,"(40362.7, 42724.4]",40.9,39.3,42.6,"Wayne County, Indiana",2.4,48.2,19.0,29.5,48.6,2.8,38.6,10.2,52.2,9.0,59.8,45.0,40.8,36.8,20.1,90.02888044,4.805057024,0.783897681,1.354139039,46.93757362,6.374925294
